PlayerID,Rounds,Dead_Pipe,dead_windison,timecomsume_inround,passed_wind_count,mouse_click_count,Total_time_comsume
VVV,1,4,True,15.3632441,1,29,15.3632441
VVV,1,4,True,13.6975985,1,23,29.0608425
VVV,1,2,False,7.07366753,0,10,36.13451
